text_a	label
You can also take ferry to Macau to find entirely different kind of city, unique blend of Chinese and Iberian culture	3.5
It's anyone's guess what may happen in future, but for now Hong Kong bristles with energy and ambition, and for visitor, this beautiful city with its contrasts and variety is exhilarating experience	3.57
You'll find Hong Kong easy to get around, people helpful, English spoken everywhere, and food that lives up to its reputation	3.3
On July, British Crown Colony of Hong Kong reverted to Chinese sovereignty as Special Administrative Region of People's Republic of China	3.14
Which it frequently is not	2.8
But this post is not about how melancholy I become when I have not heard from her by p m which would be midnight over there , because anyone who follows me on Facebook already knows that and because this post concerns Urbino, not my daily descent into emo	2.56
As you probably noticed, my wife is currently on vacation without me , which is different than vacation from me, although given how frequently insufferable I am, I could understand appeal of such, in le Marche region of Italy, which is immediately south of Tuscany and full of communists	2.45
I've written about Urbino before, but because wife is providing me with such dazzling photographs of city, I feel compelled to do so again	3.3
As I noted in that post, Urbino is not built city so much as evolved one	3.14
built	3.0
evolved	3.27
The De Landa seems to have become unwitting theme of late	2.9
Of course it was built, but it was built vertically within city walls, meaning that new buildings were constructed atop existing ones like so: The effect is sort of architecture only finds in dreams or representations of them, like in finale of fourth season of Buffy Vampire Slayer, wherein Joss Whedon took advantage of contiguous film sets to depict Xander Harris moving seamlessly from upstairs bathroom at Buffy's house:	3.0
Because without leaving officially sanctioned lanes of transportation, pedestrians can venture into and through outdoor kitchens, university departments, central hallway of apartment buildings, and so on	3.12
Wednesday, May	3.0
This is not technically true, but it accurately describes how it feels to those unaccustomed to city's geography	3.0
recognize fingerprints of amateur photographers world over who think'good' photograph is framed in most dull and predictable way possible	2.82
'good'	3.78
I only mention that because in I visited city with wife and, as you probably guessed, real of this post was to indulge in bit of vicarious vacationing before returning to stack of ungraded papers that no amount of actual grading seems to have power to reduce	3.2
As evidence of how thoroughly corrupt region is, I present picture courtesy of her of cabin she will be staying in free of charge until July: That's view she will be writing her dissertation to next months	2.5
If it was not, even Homer nods?	3.0
No, but seriously, if that is not picture I actually took, it is exactly sort I relentlessly take, whereas check out wife's chops above: woman has eye	3.0
If she is working, she is not on vacation	2.9
AND this time apart will make you stronger and make you realize marchriage is work and you need to put some in or marchriage dies and you are left with empty hole in your heart	2.5
Posted by: alkau Wednesday, May at : AM	3.0
have happy vacation that place looks fascinating I should get passport	3.5
Posted by: happyfeet Wednesday, May at : PM	3.0
I'm having to live it through my beautiful, vacationing wife	3.6
oh	3.0
Sorry I got confuzzled	2.75
I can not wait to get Alzheimer's so I can watch Buffy again like it was first time	3.1
Posted by: happyfeet Saturday, May at : PM	3.0
So only opportunity I have to talk to her via Skype is that last hour in late evening when loft cools enough to be habitable, provided, of course, that wifi strength that evening is strong enough to establish and maintain connection	2.9
No such luck	2.4
United has simple linked to of places where you can calculate per flight carbon cost	3.0
It allows you to input total miles flown, but its Mileage Plus page does not give you total miles flown, it gives you total added to your account included bonuses, etc	3.0
Looking forward to version	3.43
Posted by Lawrence Lessig on April , : AM	3.0
Comments April , : AM	3.0
Peter Collopy: Dopplr has nice carbon calculator builtin	3.14
You have to enter all your trips, but I think it is generally exciting system if you do not mind Little Brother surveillance	3.0
April , : AM lessig: GREAT point I do enter all mine in	3.44
Perfect solution	4.0
April , : AM Padraic: Why are not you supporter of cap trade?	2.9
Is n't mandatory scheme going to moresuccesful than voluntary measures?	3.2
I talk about it in my Green Culture talk	3.0
It seems like complicated partial version of that, created by same genius quants who gave us mess on wall street, that is designed to generate large fees finance types	2.62
April , : PM Padraic Ryan: Re: cap trade you should not use financial crisis as excuse to write off all of economics	2.8
IMHO, we all have ethical obligation to offset our carbon footprint now	3.0
A cap trade system worked very well at reducing sulfur dioxide pollution in US, finance types and all	3.6
You're right that carbon tax is definitely simpler, but there are upsides to cap trade as well such as fact that marchket will drive price up, whereas tax will not increase unless Congress wants it to	3.1
Re: your green culture talk, I think you are misappropriating Gore clip: is not he saying that your money would be better spent on political candidates and organizations that push for mandatory internalizing of externalities changing laws instead of on carbon offsets changing lightbulbs ?	3.0
My problem with carbon offsets and other voluntary measures is that given finite amount of money, energy and attention we have to push for environment, I feel like opportunity cost of these measures is too high compared to policyoriented actions, citizen role that Gore referred	2.75
For example, Earth Hour would be much more productive if it were global rally for carbon taxes; instead we depoliticize it and entertain idea that voluntarily turning off lights will stop climate change	2.6
I'm big fan of your work on IP and corruption, but I'm skeptical of these initial ventures into environmental arena	2.6
I am suspicious of cap trade It seems like complicated partial version of that, created by same genius quants who gave us mess on wall street, that is designed to generate large fees finance types My sense is for simpler system	2.7
It seems like complicated partial version of that, created by same genius quants who gave us mess on wall street, that is designed to generate large fees finance types	2.7
My sense is for simpler system	3.12
United carbon offset disappointment April , : AM	2.4
April , : PMCathy: When you book route on United it tells you how many miles it will accrue, prebonus, for each leg	3.33
I use it to calculate how many I'll get towards my premier status	3.1
It's tiny link they move around from time to time, but look for it near where seat selection option is	3.1
reason we are late other than obvious is insane complexity in calculating it well	2.91
You should see this on screen before you purchase ticket, and possibly also after	3.0
April , : PM Brad Templeton: When I got to United's site it has columns, for true miles flown sort of and for elite bonus	3.0
So cut and paste into your spreadsheet and it should be fine	3.2
However, it does show for short haul flights, but I bet those are mostly L A so you can fill in real mileage to L A on those, it should not take long	3.0
April , : PMYaacov Iland: I'd check into effectiveness of carbon offsets, particularly tree plantations, before spending money on them: http: www newint orgfeatureskeynote	3.0
April , : AM Jardinero: The only way to reduce your carbon footprint, is to reduce your carbon footprint, period	2.9
Paying someone else to do something they are doing, already, does not reduce your carbon footprint bit	2.5
If you do not believe that and still insist on paying someone else to consume less, then please consider paying me	2.8
My wife and I telecommute	3.0
We rarely travel	2.6
We cook from whole ingredients and never eat processed or prepared foods	3.1
They are both years old and we probably will not replace them for another years	3.0
I just finished insulating my house and installed high efficiency windows and HVAC	3.4
All light bulbs are fluorescent, except for dimmer above dining room table	3.0
But to calculate it accurately requires churning through pile of flights	2.7
I removed all turf from my property and replaced it with vines and perennials	3.1
There are trees on property sequestering CO on continuous basis	3.3
I would gladly accept sum of dollars from Prof Lessig or anyone else to offset his carbon heavy lifestyle	3.44
In return, I would submit to audit of my lifestyle and I would issue him certificate stating amount of his carbon offset	3.0
April , : AM Eric Red: Carbon credits: indulgences for nonCatholic crowd	3.14
I'm big believer in carbon offsets not so much cap and trade game, but in simple internalizeyourexternalitysort	3.0
More modern, but just as dumb	2.44
April , : AM pb: we all have ethical obligation to offset our carbon footprint now	3.0
I could estimate, no doubt	3.0
Carbon offsets'harm environment' http: news bbc co ukhiukpolitics stm Tuesday, February , : GMT	2.8
'harm environment'	2.5
But I want something more accurate	2.82
Jutta Kill, of Forests and European Union Resource Network FERN , was most vehement opponent of practice, arguing it probably did more harm than good	2.8
Carbon offsetting was unbelievably inefficient way of reducing emissions, she argued, and its effects were impossible to verify	2.5
In addition, More than half of money given to companies selling carbon offsets went on research and administration costs, benefiting not climate but burgeoning consultancy industry	2.8
So I was really happy to see on United page announcement of Carbon Offset Program	3.67
benefiting not climate but burgeoning consultancy industry	2.56
We believe it is worse than nothing because it creates illusion, or impression, in public that action is being taken, while we are not really addressing task at hand, significantly reducing greenhouse gas emissions,	2.64
We believe it is worse than nothing because it creates illusion, or impression, in public that action is being taken, while we are not really addressing task at hand, significantly reducing greenhouse gas emissions, Ms Kill told MPs	2.7
intuitions	3.1
May , : PM Jason Sperling: It's nice to see feedback on United program	3.5
I've posted your feedback on my carbon offsets news blog	3.0
Carbon Offset Program	3.12
What I expected it to be was simple way to at least know what total carbon footprint from your flights for some period was after all, they have all data , and ideally, simple way to buy offsets	3.1
Additionally, there is reluctance to share data required for accurate emissions measurement due to perceived potential risks, possibly related to future regulatory concerns	2.8
The technology is certainly available	3.5
When type of program you imagine IS put in place, results have been very good	3.5
For example ShopGreen Merchant Reports of customers'go green'	3.2
'go green'	3.0
Here's link to auction http: cgi ebay comebaymotorswseBayISAPI dll? ViewItem item viewitem sspagenameSTRK AMESELX AIT	3.0
It hurts us especially now to see scrawny dog wet, starving kitten	1.7
homeless animals that would otherwise die if Little Shelter did not provide care, treatment and love these animals need	2.6
If you could see them, I know you would want to help	3.1
Your reward will be wag of tail you will never see, soft purr you will never hear and warm joy of knowing you were there to help when you were needed	3.11
Happy Holidays from all of us!	4.37
Sincerely, Maryann Chernovembersky President	3.1
Dear Ms LastName	3.0
P S Please accept enclosed calendar and gift tags as special greeting from our animal friends and Little Shelter	3.43
These are pawprints of homeless animal; abandoned animal, shivering with fear, with no place to call home	2.25
Where will these pawprints lead?	2.89
With your help they can lead to Little Shelter's good food, medical attention and warm place to sleep for homeless and frightened animals	3.38
SAVE A LIFE Little ShelterAND GET OUR Warner RoadNEWSLETTERHuntington NY	2.9
And then we will work to find loving homes for them	3.7
You might be wondering how much to send	3.0
Our average gift is about	3.4
At this wonderful time of year, when people are celebrating, Over, please	3.43
The only nokill shelter that is there when you need us Little Shelter is crowded with animals waiting for homes	3.0
Tara stood stockstill, waiting for first tiny gleam from scout craft to appear in darkness of wormhole	2.88
Tara fumed	2.4
Of all impertinence!	1.88
Tarrin, no doubt with orders from Mason, was questioning her command decemberisions	2.7
That's what I get for not using mercenaries	2.4
She returned to her watch, regarding her own reflection in long window	3.0
The gentle constant breeze of recycled air from vent above blew annoying hair against her nose, but she ignored it	2.7
Mahoganyblack curly hair, cut short in typical military style framed careworn, darkskinned face	3.1
It was not attractive face right now; her ebony eyes shadowed by hours on watch, full lips pursed with frustration	2.33
She had look of every leader she had ever known	3.0
At foot two, she stood full head taller than even her Arrallin first officer	3.0
Her glowering expression completed imposing effect	3.0
She picked imaginary flecks off her stark gray jumpsuit, and snorted	2.8
You look like hell, Tar	2.38
Do n't blow this	2.7
Do n't let fatigue get to you	2.9
She used discretion of mirrored window to secretively survey her crew	3.0
Harmon was excellent addition to bridge team, but was she open minded enough to defy United Earth Command and sever all ties from Earth?	3.1
She watched psi bob her head, unaware of rest of bridge, shaking blonde curls as she chattered away with approaching psi relay on Mason's ship	3.0
She seemed so depthless self conscious and shallow on outside, but having that incredible gift	2.7
There had to be more to her	3.0
Well, if she did not pan out, she would be terminated	2.5
Any crew member that would jeopardize project was meat	2.4
It would be shame to lose that talent, though	2.6
A gasp from psychic broke her silent vigil, and she turned	3.0
He was what this was all about	2.9
She watched his graceful fingers ending in thick black claws tap out calculations on panel	2.9
Only those of Arrallin Insurrection inner team knew he was no common'beta furry'	2.9
His silken fur, which would be tawny golden and striped with jet black bands, was dyed perfectly to pure black, and his mane trimmed and thinned as to be indistinguishable from rest of his coat	3.2
Results, Harmon?	3.0
His eyes had been treated and darkened to rich purple to disguise brilliant golden yellow color that would marchk him as Alpha Arrallin, and leader of his hive	3.0
she suppressed surge of annoyance that ran through her as she contemplated psi's gift of getting all hot news first	2.75
The scout ship reemerged from hole brilliant speck emerging from sphere of velvety blackness	3.14
Launch second probe	2.9
Wo n't Central be crushed to learn that another gateway has yielded little more than class F planet and white dwarf system	2.5
Level and staffers should prepare to be briefed and move out	2.89
This sounds like it is one	3.25
The distinctive whuffle of pleasure rippled through betas on bridge, and Rakal let loose small growl, as if to caution his charges against false hope	3.2
Tara would not let giddy hopes drag them onto rock that would spell end for project, and Arrallin species	3.0
Harmon's face slowly animated joy sweeping in to replace stern concentration	3.43
Tarrin says planet's freaking gemstone!	3.64
Thriving with life, large and small forms, no buildings of any kind, hydrocarbons, metals, and stable atmosphere	2.9
He's not even bringing them back through for face to face briefing	2.7
He says we should come through now, immediately, before probe is reported late	3.0
Harmon, tell that good for nothing son of beta to get his hindquarters through gate and back here NOW, or I'll open fire on him when we come back through	2.0
Readers of early versions of story might have been cheering for defeat of this demon disguised as beauty, and would have enjoyed reading stories for lurid horror details and later her crushing defeat	3.4
Conversely, authors of stories examined here do not give readers motivation to wish for death of Madame White Snake, so pleasure of narrative to borrow appropriate phrasing from film theory comes not from death of insubordinate, disruptive force, from watching transgressions themselves	3.0
In essay on femme fatale heroines of film noir, Janey Place argues that strong behavior of female characters supersedes moral lessons supposedly imparted by their morals at end	2.89
She writes, final'lesson' of myth often fades into background and we retain image of erotic, strong, unrepressed if destructive woman	3.12
final'lesson' of myth often fades into background and we retain image of erotic, strong, unrepressed if destructive woman	3.14
lesson'	2.9
Early tales of Madame White Snake appeared in China as early as Song Dynasty, and initially her portrayal was fairly direct, as villainous demon who drains life force out of her human husband	2.56
Janey Place, Women in Film Noir in Women in Film Noir, ed E Ann Kaplan London: British Film Institute, ,	3.0
Women in Film Noir	3.0
In these stories, femme fatale Madame White Snake is going to live on in minds of readers not as shrunken snake trapped under pagoda, but sexy, aggressive woman who took weaker human man as her lover	3.0
This resistant reading of text may be too colored by modern viewpoints, since it is impossible to know for certain what readers in past enjoyed about these stories	3.0
However, consciously or unconsciously, these authors created female character who fits characteristics of feisty heroine	2.89
Just as dangerous femme fatale of noir films has reemerged as heroine in her own right, rather than sexy death trap for male protagonist, so too Lady White Snake should be reclaimed for her sexual assertiveness and life slightly outside bounds of conventional social expectations	3.2
Lai, Whalen From Folklore to Literate Theater: Unpacking Madame White Snake Asian Folklore Studies , no :	2.91
Madame White Snake	3.0
The Chinese legend of Madame White Snake, snake demon that takes human form and becomes wife of man, has exerted lasting influence over East Asian folktales and fiction for centuries	3.0
But over time, characterizations of her became more complex, and persona of Madame White Snake became more sympathetic, and perhaps even model of ideal Confucian wife, particularly in Pagoda	3.0
Pagoda	3.0
Whalen Lai notes, She was loving wife, caring mother, rescuer of her family from first flood, and, at that point, general benefactor of man	3.4
She was loving wife, caring mother, rescuer of her family from first flood, and, at that point, general benefactor of man She took on virtues of traditional Chinese female, particularly forbearance	3.46
Ibid,	2.9
But if she were really ideal wife, why could she not live happily with her human mate?	3.0
Her dangerous sexuality is key	2.9
Femme fatale might seem unusual term to apply to character from premodern Chinese and Japanese literature who may exemplify virtues of ideal Confucian wife, since it is primarchily associated with film characters, particularly those of film noir genre	3.1
Femme,	3.0
It refers to woman who is dangerously attractive, and lures men to their downfall with her sexual attractiveness	2.75
In both incarnations of Madame White snake, authors depict her as bewitchingly beautiful	3.25
Toyoo, her human lover in Lust of White Serpant can not shake image of her beauty from his mind and dreams of her, and finds himself disturbed and agitated by her ethereal beauty	3.29
Lust of White Serpant	3.0
Amanda Bates November , Madame White Snake: East Asian Femme Fatale of Old	3.0
disturbed and agitated	2.12
ethereal beauty	3.5
Ueda, Akinari Ugetsu Monogatari: Tales of Moonlight and Rain: A Complete English Version of EighteenthCentury Japanese Collection of Tales of Supernatural Vancouver: University of British Columbia Press, ,	3.0
quintessential novemberellas, The Lust of White Serpant from Ugetsu Monogatari by Japanese author Ueda Akinari and Eternal Prisoner under Thunder Peak Pagoda traditional Chinese story, are both relatively complex and demonstrate not only evolution of White Snake figure to become more believable human, but also what aspects may have given her enduring appeal	3.0
In Eternal Prisoner, Madame White Snake's bewitching beauty follows her lover Hs into his dreams, and next morning he was so distracted that he could not concentrate on doing business	3.1
Eternal Prisoner,	2.7
he was so distracted that he could not concentrate on doing business	2.5
The Lust of White Serpant	3.0
Eternal Prisoner under Thunder Peak Pagoda	2.6
Eternal Prisoner under Thunder Peak Pagoda Trans Diana Yu, in Y W Ma and Joseptemberh S M Lau Traditional Chinese Stories: Themes and Variations Boston: Zheng Zui Co, ,	3.1
Both of these stories align negative connotations with her beauty, suggesting that her sexuality is cause of their distraction	2.5
In addition to distracting sexuality, irregular characterization of Madame White Snake might be another trait her character has in common with archetypical noir femme fatale	3.0
In her essay analyzing noir film from feminist perspective, Christine Gledhill writes Not only is hero frequently not sure whether woman is honest or decembereiver, but heroine's characterisation is itself fractured so that it is not evident to audience whether she fills femme fatale stereotype or not	3.0
Not only is hero frequently not sure whether woman is honest or decembereiver, but heroine's characterisation is itself fractured so that it is not evident to audience whether she fills femme fatale stereotype or not	2.9
Christine Gledhill, Klute : A Contemporary Film Noir and Feminist Criticism, in Feminism and Film, ed E Ann Kaplan New York: Oxford University Press, ,	3.0
Klute : A Contemporary Film Noir and Feminist Criticism,	3.0
Eternal Prisoner under Thunder Peak Pagoda	2.64
She is loyal wife to her husband as she has promised, but she also causes him to find trouble with law and decembereives him about her supernatural nature	2.8
This is quite similar to expected end for femme fatal character in films she is punished in some way so that social order and proper gender roles are restored	2.8
In both stories, Madame White Snake's secret is uncovered and monk comes to exorcise her, and she is eventually rendered powerless and trapped under pagoda	2.91
Her husband becomes monk, and this further implicates Lady White Snake, this time from Buddhist perspective	3.0
Female beauty is dangerous thing that ties men to transitory world and prohibits them from being free from desire and ascending to Nirvana	2.6
Furthermore, Lady White Snake's lover is far from ideal man	2.73
In Lust, priest informs Toyoo Those creatures took advantage of your fair looks and tempted you	2.8
Lust,	3.4
The implications of this are that stronger, more capable man would not fall for Lady's trickery	2.9
If they were, Madame White Snake would be unmistakably depicted as evil character	3.12
Instead, both these stories feature many moments where readers have great sympathy for her, despite her depraved sexuality	3.0
Certainly, readers admire her patience and loyalty: I searched everywhere, and now that at last I've found you, I'm very happy, Ibid, she gushes to him in Lust	3.7
I searched everywhere, and now that at last I've found you, I'm very happy,	4.38
Lust	3.4
Readers must also acknowledge that her human lover is breaking his promise to her when he leaves her	2.5
She pleads with him, We have love bond between us, as constant as T'ai Mountains and Eastern Sea, and we must live and die together	3.0
We have love bond between us, as constant as T'ai Mountains and Eastern Sea, and we must live and die together Please, since we are already marchried, take me back, and let us stay together rest of our lives Would n't that be wonderful?	4.0
Please, since we are already marchried, take me back, and let us stay together rest of our lives	2.71
Eternal Prisoner,	2.4
In another traditional vernacular story, Tsu ShihNiang Sinks Jewel Box in Anger, Tu ShihNiang Sinks Jew Box in Anger, trans, Richard M W Ho, in Y W Ma and Joseptemberh S M Lau Traditional Chinese Stories: Themes and Variations Boston: Zheng Zui Co, , male protagonist breaks promise he made to his concubine lover, and suffers for it, suggesting that traditionally, loyalty and keeping ones word was valued on man's part as well as woman's	2.9
Tsu ShihNiang Sinks Jewel Box in Anger, Tu ShihNiang Sinks Jew Box in Anger, trans, Richard M W Ho, in Y W Ma and Joseptemberh S M Lau Traditional Chinese Stories: Themes and Variations Boston: Zheng Zui Co, ,	3.0
So her husband's failure to follow through on his end of bargain, completely forgetting love he once had for her, makes readers more sympathetic to Madame White Snake's plight	2.7
These stories draw from long tradition of supernatural and ghost stories, which usually end with demon destroyed or at least subdued	3.11
In initial versions of this story Madame White Snake harmed her human lover, so her entrapment under pagoda by Taoist monk or later, Buddhist monk Lai, would have been satisfying ending	3.0
I trust, however, that you will give back	3.3
A taxdeductible gift from you now of less than nickel day can bring you into ranks of most influential and effective marchine conservation organization operating today	3.12
At price nearly half off regular membership dues, you will receive host of member benefits more on these in moment and, far more important satisfaction of actually doing something to improve ocean world we pass on to our children	3.75
Your nickel day can, when it joins stream of other member donations, help stop water pollution at its source protect sea turtle nesting beaches from development and defend seals, dolphins, and other ocean wildlife from threat of entanglement and drowning in fishing nets and marchine debris	3.11
Will your gift really help?	2.78
Definitely yes!	4.11
over, please	2.8
I hope you enjoy using them as you correspond with your friends and family and help us spread word to protect ocean wildlife	3.56
convinced Mitsubishi and Mexican government to abandon plans to build massive salt production facility on shores of critical calving and breeding grounds for gray whales	3.29
won major court victory that closed thousands of square miles to U S longline fishing because of its threat to survival of Pacific leatherback sea turtles	3.2
helped create National Marine Sanctuaries critical to survival of marchine wildlife from endangered manatees in Florida Keys, to humpback whales off New England's Stellwagen Bank, to sea otters in California's Monterey Bay	3.25
These are prime examples of hard fought victories and critical efforts that are working to improve health of our marchine environment	3.2
But our programs need your backing	2.78
You can help us spread our message to protect ocean wildlife by using enclosed labels on all your correspondence	3.3
Also, take moment to review practical tips on back of form share them with your family and friends and put them into action today!	3.33
And will not you also please make taxdeductible contribution of just or more if you are able to help save dolphins, whales, sea turtles, and other amazing marchine creatures who so desperately need support from all of us these days!	3.0
Dear Friend,	3.18
I hope, too, that they remind you just how much danger these beautiful marchine species and their ocean habitats are in right now!	2.82
At same time, you will receive CMC's benefitpacked New Member Welcome Kit free subscription to our exciting fullcolor quarterly newsletter, Marine Conservation News more steps you can take to protect our oceans regular legislative updates and action alerts and official membership card	3.4
Please let me hear from you now	3.12
Sincerely	3.18
P S Of course, your personalized labels are gift, yours to keep whether or not you choose to join us	3.5
Is n't that really worth at least nickel day?	2.88
P P S And, if you are able to send gift of or more, as special new member bonus, I'll send you our exclusive dolphin tote bag	3.5
The enclosed set of name and address labels is FREE GIFT to you from America's leader in protecting our increasingly vulnerable ocean planet Center for Marine Conservation	3.1
Even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons	2.0
CENTER FOR MARINE CONSERVATION	2.9
And now, growing numbers of dolphins with malignant tumors and high levels of toxic chemicals in their tissues are washing onto U S beaches	2.73
The cause undetermined, but suspected culprit is pollution poisoning our oceans with toxic chemicals and sewage	2.0
I will help you find your Rachel	3.1
I have to warn you, though, you will not like what I have to tell you	2.0
Something in his tone could not be disbelieved	3.0
Tell me anyway	3.0
If she is in trouble, I want to find her, wherever she is	2.5
My driver took deep breath	3.0
As he did, his neck stretched in strange way and I noticed several thin lines, like wrinkles, running across sides of his neck	3.0
Nathan, he began in way that people speak when they start long and difficult explanation,	2.63
This person, like me, is not member of traditional society	3.0
You see, Nathan, there is septemberarate from your society oh, damn it	2.3
I've never had to give this conversation before	2.78
Come on, I have something to show you	3.1
With that, he made sharp turn onto side street that I had not noticed before	2.9
We drove between slummy housing and storefronts so decemberayed that I could not tell whether they were abandoned	2.33
My driver turned again next to old warehouse that I might have been in once when Mitch took us to rave in sophomore year	3.0
In front of few houses, there were cars parked, but there were almost none on streets	2.9
Their bumpers looked ready to drop off, and their paint was half smog	2.78
I got strange feeling that we were not supposed to be driving here	2.43
Hey,	3.0
Hey, I said, are you sure that we should be going this way?	2.78
are you sure that we should be going this way?	2.7
I mean	3.1
Just ignore that,	2.8
You'll be used to sensation in moment	3.12
That just unnerved me more	2.0
My girlfriend Rachel and I would go to clubs near our school	3.25
I noticed that there were some people on street, people same color as soiled buildings	2.75
Someone standing just in lip of alley glared at me with gleaming eyes	2.64
he was already walking toward squat, brickwindowed building we were parked next to	3.0
Glancing back at that gleaming glare, I decemberided that it might be safer to follow driver than to wait with car	2.75
I hopped out, ran after him, and reached him just as he was knocking on door	3.0
Someone opened it crack, then ushered us in	2.8
Sometimes we would get word that people were gathering under of bridges, and we would rush down to hit it before cops broke it up	3.2
The ceiling was high and wooden, and I could see part of DJ's booth down hall	3.2
It looked like we were in back of nightclub	3.0
Then I looked down and saw what had let us in	3.0
What up?	3.11
The hunchbacked being who let us in held out scraggly paw for him to slap	2.75
Nice, my man,	3.9
Nice, my man, he said as they clasped hands	3.73
Who's freak?	2.22
This is someone from Ivan's family	3.11
Did I ever tell you about them?	3.0
Yeah, time, man, but you were pretty fucked up	2.4
What's your problem, kid?	2.4
The hunchbacked man came up to my stomach	2.8
It pulled back around his fingertips, which bore things that might have been nails or claws	2.62
When he grinned, I saw that his teeth were sharp and small, like hunting cat's	2.86
Nepthys quickly answered for me	3.0
Girlfriend troubles	2.3
Bummer	1.9
So, what is cat look like?	3.3
He turned to me	3.0
Nepthys nodded: It's okay, you can trust him	3.1
It's okay, you can trust him	3.2
That's why we came here	3.2
It was easier to talk than to question	2.9
I I noticed him from across room when I was looking around for Rachel	2.9
Boston is strange place at night	2.7
He was standing right in front of some blue lights, so I could not see him very well, but I noticed way that light set off his pale skin	3.2
He was slim, almost drawn, but he had kind of luster to him, I guess	3.1
You would not believe half of shit I've seen, even when I was straight	2.7
They nodded	3.0
Oh, totally,	3.12
Oh, totally, said hunchback	2.9
I get that all time around here	3.1
He was wearing sort of jacket maybe blue velvet, I could not tell in dark, but it had ruffles at throat, things like that	3.0
That's why I could not understand why else remembered him	2.8
He had some rings, too	3.0
I do not know how he could have been heard over music	2.8
What do you think?	3.0
asked hunchback	3.0
I've looked into it little, and I do think we might be dealing with of them	2.6
Have you seen anyone like that in your club?	3.0
Not that I can remember, man	3.0
I can send you to guy who knows all about them, though	3.0
It was Friday night	3.0
If this cat's for real, I bet my friend can tell you everything you need to know	3.1
It will not be long before nightfall	2.8
Oh yeah, man	3.57
Rachel and I went out to dinner, and when we finished, she saw that there was message on her cell phone	3.0
Here, let me write down how to find him	3.0
Here you go, man	3.0
Good luck!	4.09
Thanks, Dvorov	3.56
I owe you one	3.6
That last was to me	2.8
I waved goodbye to hunchback as we left	3.11
He gave me halfhearted wave that made me wonder what exactly we were chasing, and whether I should be wearing body armor	2.9
Back on street, I began to see things that I had never looked for until then	3.2
Still in my initial shock, I suddenly noticed qualities of people that my mind had not registered when we parked	2.6
I saw people with skin stretched so tightly across their cheekbones that corners had broken through people whose cheekbones had horns growing from them, and people whose skin was gathered back like ponytail	2.6
I saw men feet tall with dusty black skin and eyes that shed yellow light	2.67
A corpulent, batrachian woman walked along with something on leash that looked like massive water beetle	2.75
She checked it there in restaurant	3.0
thin fingers waved lazily like seaweed	3.0
I noticed when my back hit wall that I was walking backwards	2.78
We, and thousands like us, have been living septemberarately as long as there has been human society, said my driver	3.0
Her head tilted into phone as she listened, her pleather purse on her lap, shining jet against worn black of her snug Dead Can Dance Tshirt	3.0
I noticed that wrinkles on his neck expanded as he breathed and realized that they were gills	2.9
At this point, we have removed ourselves so fully from quotidian human existence that we are understood to be fictional	2.8
The only place with any significant interaction between our worlds is on fringes of yours	3.0
Those of us who live permanently in this world tend to set up in places like this, where human population is so overwhelming that they will not be noticed in right corner, with right protective spells	2.7
He took out hunchback's directions and glanced at alley behind us	2.88
Okay, Nathan	3.0
We should get started right away	3.11
There's no time to waste	3.0
He saw that I was not moving	2.66
Setting arm on my shoulder, he said, Nathan, what you see here might be frightening, but those things you saw are people just like you	3.0
They'll be as surprised to see human as you are to see men with arms	3.1
Thanks	3.43
It's very reassuring that I'll not only be outsider but curiosity	3.2
Well, she is here and she needs your help	3.1
But why are you even helping me?	2.88
Until seconds ago, I did not believe in magic or any of that kind of weirdness	3.2
In this world, one's word is promise	3.14
Now, can we get going?	2.5
Only if you stop beginning every sentence with my name	2.75
You've got deal	3.57
Let's go	3.1
As we headed down sidewalk, I said, What is your name, anyway?	3.1
That's question you learn not to ask here	2.8
Holding Dvorov's directions, Nepthys took us around corner of building into skinny alleyway	3.0
I started wondering again how reliable my guide's credentials were	2.4
Walking through alley with rubbish piles that occasionally skittered from wall to other, he did not inspire confidence	2.2
Just at this corner,	3.0
we are going to stop and turn times widdersh er, counterclockwise, then face east	2.8
East is that way	3.0
He pointed at wall to our right	3.0
Do n't let sun fool you	2.8
Then I'm going to shed little blood, but do not worry, none of yours	3.0
I blinked at him, but he just kept walking until we reached corner	2.9
Okay, you might feel silly, but just turn times to your left	3.0
Try to keep in time with me	2.89
We spun around times, and then something flashed across Nepthys' hand and he shook spray of blood onto dust	2.6
I do not know it was going to be just us tonight	2.6
The blood flashed into flames as soon as it hit ground, and I jumped back	2.6
Nepthys walked towards it and pressed his bloody palm against it, opening door	2.78
Are you coming?	3.0
We slipped through door and came out, not inside building, but on busy street in completely different part of town	3.0
The sky, cupping over squat buildings, was less yellow here, and stands were set up everywhere way I'd picture marchket in Middle East	3.0
I'm not sure I'm up for night out	2.5
Nepthys took us immediately to right, where he led us to cart filled with herbs	3.0
Spiced air hanging around cart carried tarragon, rosemarchy, and scents I could not place	3.1
I was feeling calm and private that night	3.1
Its face was small and wrinkled, with pennysized smoked glasses balanced on its thin nose	3.0
Would gentlemen care to purchase some fine herbs?	3.2
it asked	3.0
There are no finer to spice meal, nor purer to mix potion	3.11
It seemed like tonight's darkness was small and personal, cupped hands offering place for two, not burning, open darkness of rave	2.67
We're not here to browse,	2.89
We're not here to browse, Nepthys told him	2.67
We'd like to see man about some garlic	3.0
The thing frowned	2.18
